Vnum	Name	Type	SubType	Size	AntiFlags	Flags	WearFlags	ImmuneFlags	Gold	ShopBuyPrice	RefinedVnum	RefineSet	AlterToMagicItemPercent	LimitType0	LimitValue0	LimitType1	LimitValue1	ApplyType0	ApplyValue0	ApplyType1	ApplyValue1	ApplyType2	ApplyValue2	Value0	Value1	Value2	Value3	Value4	Value5	Specular	GainSocketPercent	AddonType
1501	Áø¿ÀÇàµµ+1	ITEM_WEAPON	WEAPON_DAGGER	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	130000	0	0	1502	LEVEL	106	LIMIT_NONE	0	APPLY_ATT_SPEED	16	APPLY_ATTBONUS_HUMAN	7	APPLY_ATTBONUS_MONSTER	2	0	0	0	77	99	160	0	3	0
1502	Áø¿ÀÇàµµ+2	ITEM_WEAPON	WEAPON_DAGGER	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	145000	0	0	1503	LEVEL	107	LIMIT_NONE	0	APPLY_ATT_SPEED	17	APPLY_ATTBONUS_HUMAN	8	APPLY_ATTBONUS_MONSTER	3	0	0	0	73	95	170	0	3	0
1503	Áø¿ÀÇàµµ+3	ITEM_WEAPON	WEAPON_DAGGER	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	165000	0	0	1504	LEVEL	108	LIMIT_NONE	0	APPLY_ATT_SPEED	18	APPLY_ATTBONUS_HUMAN	10	APPLY_ATTBONUS_MONSTER	3	0	0	0	81	103	170	0	3	0
1504	Áø¿ÀÇàµµ+4	ITEM_WEAPON	WEAPON_DAGGER	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	190000	0	0	1505	LEVEL	109	LIMIT_NONE	0	APPLY_ATT_SPEED	19	APPLY_ATTBONUS_HUMAN	12	APPLY_ATTBONUS_MONSTER	4	0	0	0	80	102	180	30	3	0
1505	Áø¿ÀÇàµµ+5	ITEM_WEAPON	WEAPON_DAGGER	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	220000	0	0	1506	LEVEL	110	LIMIT_NONE	0	APPLY_ATT_SPEED	20	APPLY_ATTBONUS_HUMAN	15	APPLY_ATTBONUS_MONSTER	4	0	0	0	84	106	190	40	3	0
1506	Áø¿ÀÇàµµ+6	ITEM_WEAPON	WEAPON_DAGGER	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	265000	0	0	1507	LEVEL	111	LIMIT_NONE	0	APPLY_ATT_SPEED	22	APPLY_ATTBONUS_HUMAN	17	APPLY_ATTBONUS_MONSTER	5	0	0	0	80	107	210	50	3	0
1507	Áø¿ÀÇàµµ+7	ITEM_WEAPON	WEAPON_DAGGER	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	325000	0	0	1508	LEVEL	112	LIMIT_NONE	0	APPLY_ATT_SPEED	24	APPLY_ATTBONUS_HUMAN	19	APPLY_ATTBONUS_MONSTER	5	0	0	0	84	111	230	65	3	0
1508	Áø¿ÀÇàµµ+8	ITEM_WEAPON	WEAPON_DAGGER	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	405000	0	0	1509	LEVEL	113	LIMIT_NONE	0	APPLY_ATT_SPEED	27	APPLY_ATTBONUS_HUMAN	22	APPLY_ATTBONUS_MONSTER	6	0	0	0	132	159	240	80	3	0
1509	Áø¿ÀÇàµµ+9	ITEM_WEAPON	WEAPON_DAGGER	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	515000	0	0	0	LEVEL	115	LIMIT_NONE	0	APPLY_ATT_SPEED	30	APPLY_ATTBONUS_HUMAN	25	APPLY_ATTBONUS_MONSTER	8	0	0	0	222	249	250	100	3	0
2000	´Ü±Ã+0	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	0	0	0	0	2001	LEVEL	0	LIMIT_NONE	0	APPLY_ATT_SPEED	28	APPLY_NONE	0	APPLY_NONE	0	0	0	0	7	29	0	0	1	0
2001	´Ü±Ã+1	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	100	100	0	0	2002	LEVEL	0	LIMIT_NONE	0	APPLY_ATT_SPEED	28	APPLY_NONE	0	APPLY_NONE	0	0	0	0	7	29	8	0	1	0
2002	´Ü±Ã+2	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	100	100	0	0	2003	LEVEL	0	LIMIT_NONE	0	APPLY_ATT_SPEED	28	APPLY_NONE	0	APPLY_NONE	0	0	0	0	7	29	16	0	1	0
2003	´Ü±Ã+3	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	100	150	0	0	2004	LEVEL	0	LIMIT_NONE	0	APPLY_ATT_SPEED	28	APPLY_NONE	0	APPLY_NONE	0	0	0	0	7	29	24	0	1	0
2004	´Ü±Ã+4	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	100	150	0	0	2005	LEVEL	0	LIMIT_NONE	0	APPLY_ATT_SPEED	28	APPLY_NONE	0	APPLY_NONE	0	0	0	0	7	29	32	30	1	0
2005	´Ü±Ã+5	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	100	200	0	0	2006	LEVEL	0	LIMIT_NONE	0	APPLY_ATT_SPEED	28	APPLY_NONE	0	APPLY_NONE	0	0	0	0	7	29	40	40	1	0
2006	´Ü±Ã+6	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	100	250	0	0	2007	LEVEL	0	LIMIT_NONE	0	APPLY_ATT_SPEED	28	APPLY_NONE	0	APPLY_NONE	0	0	0	0	7	29	48	50	1	0
2007	´Ü±Ã+7	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	100	350	0	0	2008	LEVEL	0	LIMIT_NONE	0	APPLY_ATT_SPEED	28	APPLY_NONE	0	APPLY_NONE	0	0	0	0	7	29	56	65	1	0
2008	´Ü±Ã+8	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	100	500	0	0	2009	LEVEL	0	LIMIT_NONE	0	APPLY_ATT_SPEED	28	APPLY_NONE	0	APPLY_NONE	0	0	0	0	7	29	64	80	1	0
2009	´Ü±Ã+9	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	100	750	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_ATT_SPEED	28	APPLY_NONE	0	APPLY_NONE	0	0	0	0	7	29	72	100	1	0
2010	Àå±Ã+0	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	400	400	0	0	2011	LEVEL	5	LIMIT_NONE	0	APPLY_ATT_SPEED	29	APPLY_NONE	0	APPLY_NONE	0	0	0	0	15	51	0	0	1	0
2011	Àå±Ã+1	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	400	500	0	0	2012	LEVEL	5	LIMIT_NONE	0	APPLY_ATT_SPEED	29	APPLY_NONE	0	APPLY_NONE	0	0	0	0	15	51	8	0	1	0
2012	Àå±Ã+2	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	400	500	0	0	2013	LEVEL	5	LIMIT_NONE	0	APPLY_ATT_SPEED	29	APPLY_NONE	0	APPLY_NONE	0	0	0	0	15	51	16	0	1	0
2013	Àå±Ã+3	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	400	500	0	0	2014	LEVEL	5	LIMIT_NONE	0	APPLY_ATT_SPEED	29	APPLY_NONE	0	APPLY_NONE	0	0	0	0	15	51	24	0	1	0
2014	Àå±Ã+4	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	400	500	0	0	2015	LEVEL	5	LIMIT_NONE	0	APPLY_ATT_SPEED	29	APPLY_NONE	0	APPLY_NONE	0	0	0	0	15	51	32	30	1	0
2015	Àå±Ã+5	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	400	1000	0	0	2016	LEVEL	5	LIMIT_NONE	0	APPLY_ATT_SPEED	29	APPLY_NONE	0	APPLY_NONE	0	0	0	0	15	51	40	40	1	0
2016	Àå±Ã+6	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	400	1000	0	0	2017	LEVEL	5	LIMIT_NONE	0	APPLY_ATT_SPEED	29	APPLY_NONE	0	APPLY_NONE	0	0	0	0	15	51	48	50	1	0
2017	Àå±Ã+7	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	400	1500	0	0	2018	LEVEL	5	LIMIT_NONE	0	APPLY_ATT_SPEED	29	APPLY_NONE	0	APPLY_NONE	0	0	0	0	15	51	56	65	1	0
2018	Àå±Ã+8	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	400	2000	0	0	2019	LEVEL	5	LIMIT_NONE	0	APPLY_ATT_SPEED	29	APPLY_NONE	0	APPLY_NONE	0	0	0	0	15	51	64	80	1	0
2019	Àå±Ã+9	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	400	3000	0	0	0	LEVEL	5	LIMIT_NONE	0	APPLY_ATT_SPEED	29	APPLY_NONE	0	APPLY_NONE	0	0	0	0	15	51	72	100	1	0
2020	ÇÕ¼º±Ã+0	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	600	600	0	0	2021	LEVEL	10	LIMIT_NONE	0	APPLY_ATT_SPEED	27	APPLY_NONE	0	APPLY_NONE	0	0	0	0	19	57	0	0	1	0
2021	ÇÕ¼º±Ã+1	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	600	600	0	0	2022	LEVEL	10	LIMIT_NONE	0	APPLY_ATT_SPEED	27	APPLY_NONE	0	APPLY_NONE	0	0	0	0	19	57	8	0	1	0
2022	ÇÕ¼º±Ã+2	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	600	600	0	0	2023	LEVEL	10	LIMIT_NONE	0	APPLY_ATT_SPEED	27	APPLY_NONE	0	APPLY_NONE	0	0	0	0	19	57	16	0	1	0
2023	ÇÕ¼º±Ã+3	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	600	1000	0	0	2024	LEVEL	10	LIMIT_NONE	0	APPLY_ATT_SPEED	27	APPLY_NONE	0	APPLY_NONE	0	0	0	0	19	57	24	0	1	0
2024	ÇÕ¼º±Ã+4	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	600	1000	0	0	2025	LEVEL	10	LIMIT_NONE	0	APPLY_ATT_SPEED	27	APPLY_NONE	0	APPLY_NONE	0	0	0	0	19	57	32	30	1	0
2025	ÇÕ¼º±Ã+5	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	600	1500	0	0	2026	LEVEL	10	LIMIT_NONE	0	APPLY_ATT_SPEED	27	APPLY_NONE	0	APPLY_NONE	0	0	0	0	19	57	40	40	1	0
2026	ÇÕ¼º±Ã+6	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	600	1500	0	0	2027	LEVEL	10	LIMIT_NONE	0	APPLY_ATT_SPEED	27	APPLY_NONE	0	APPLY_NONE	0	0	0	0	19	57	48	50	1	0
2027	ÇÕ¼º±Ã+7	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	600	2000	0	0	2028	LEVEL	10	LIMIT_NONE	0	APPLY_ATT_SPEED	27	APPLY_NONE	0	APPLY_NONE	0	0	0	0	19	57	56	65	1	0
2028	ÇÕ¼º±Ã+8	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	600	3000	0	0	2029	LEVEL	10	LIMIT_NONE	0	APPLY_ATT_SPEED	27	APPLY_NONE	0	APPLY_NONE	0	0	0	0	19	57	64	80	1	0
2029	ÇÕ¼º±Ã+9	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	600	4500	0	0	0	LEVEL	10	LIMIT_NONE	0	APPLY_ATT_SPEED	27	APPLY_NONE	0	APPLY_NONE	0	0	0	0	19	57	72	100	1	0
2030	Àü±Ã+0	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	800	800	0	0	2031	LEVEL	15	LIMIT_NONE	0	APPLY_ATT_SPEED	22	APPLY_NONE	0	APPLY_NONE	0	0	0	0	26	70	0	0	1	0
2031	Àü±Ã+1	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	800	1000	0	0	2032	LEVEL	15	LIMIT_NONE	0	APPLY_ATT_SPEED	22	APPLY_NONE	0	APPLY_NONE	0	0	0	0	26	70	8	0	1	0
2032	Àü±Ã+2	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	800	1000	0	0	2033	LEVEL	15	LIMIT_NONE	0	APPLY_ATT_SPEED	22	APPLY_NONE	0	APPLY_NONE	0	0	0	0	26	70	16	0	1	0
2033	Àü±Ã+3	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	800	1000	0	0	2034	LEVEL	15	LIMIT_NONE	0	APPLY_ATT_SPEED	22	APPLY_NONE	0	APPLY_NONE	0	0	0	0	26	70	24	0	1	0
2034	Àü±Ã+4	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	800	1500	0	0	2035	LEVEL	15	LIMIT_NONE	0	APPLY_ATT_SPEED	22	APPLY_NONE	0	APPLY_NONE	0	0	0	0	26	70	32	30	1	0
2035	Àü±Ã+5	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	800	1500	0	0	2036	LEVEL	15	LIMIT_NONE	0	APPLY_ATT_SPEED	22	APPLY_NONE	0	APPLY_NONE	0	0	0	0	26	70	40	40	1	0
2036	Àü±Ã+6	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	800	2000	0	0	2037	LEVEL	15	LIMIT_NONE	0	APPLY_ATT_SPEED	22	APPLY_NONE	0	APPLY_NONE	0	0	0	0	26	70	48	50	1	0
2037	Àü±Ã+7	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	800	3000	0	0	2038	LEVEL	15	LIMIT_NONE	0	APPLY_ATT_SPEED	22	APPLY_NONE	0	APPLY_NONE	0	0	0	0	26	70	56	65	1	0
2038	Àü±Ã+8	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	800	4000	0	0	2039	LEVEL	15	LIMIT_NONE	0	APPLY_ATT_SPEED	22	APPLY_NONE	0	APPLY_NONE	0	0	0	0	26	70	64	80	1	0
2039	Àü±Ã+9	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	800	6000	0	0	0	LEVEL	15	LIMIT_NONE	0	APPLY_ATT_SPEED	22	APPLY_NONE	0	APPLY_NONE	0	0	0	0	26	70	72	100	1	0
2040	±â¸¶Àå±Ã+0	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	3000	3000	0	0	2041	LEVEL	20	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40	88	0	0	1	0
2041	±â¸¶Àå±Ã+1	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	3000	3500	0	0	2042	LEVEL	20	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40	88	8	0	1	0
2042	±â¸¶Àå±Ã+2	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	3000	3500	0	0	2043	LEVEL	20	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40	88	16	0	1	0
2043	±â¸¶Àå±Ã+3	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	3000	4000	0	0	2044	LEVEL	20	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40	88	24	0	1	0
2044	±â¸¶Àå±Ã+4	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	3000	5000	0	0	2045	LEVEL	20	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40	88	32	30	1	0
2045	±â¸¶Àå±Ã+5	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	3000	6500	0	0	2046	LEVEL	20	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40	88	40	40	1	0
2046	±â¸¶Àå±Ã+6	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	3000	8000	0	0	2047	LEVEL	20	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40	88	48	50	1	0
2047	±â¸¶Àå±Ã+7	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	3000	11000	0	0	2048	LEVEL	20	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40	88	56	65	1	0
2048	±â¸¶Àå±Ã+8	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	3000	15500	0	0	2049	LEVEL	20	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40	88	64	80	1	0
2049	±â¸¶Àå±Ã+9	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	3000	23000	0	0	0	LEVEL	20	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40	88	72	100	1	0
2050	±â¸¶Àü±Ã+0	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	5000	5000	0	0	2051	LEVEL	25	LIMIT_NONE	0	APPLY_ATT_SPEED	29	APPLY_NONE	0	APPLY_NONE	0	0	0	0	50	118	0	0	2	0
2051	±â¸¶Àü±Ã+1	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	5000	5500	0	0	2052	LEVEL	25	LIMIT_NONE	0	APPLY_ATT_SPEED	29	APPLY_NONE	0	APPLY_NONE	0	0	0	0	50	118	7	0	2	0
2052	±â¸¶Àü±Ã+2	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	5000	6000	0	0	2053	LEVEL	25	LIMIT_NONE	0	APPLY_ATT_SPEED	29	APPLY_NONE	0	APPLY_NONE	0	0	0	0	50	118	14	0	2	0
2053	±â¸¶Àü±Ã+3	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	5000	7000	0	0	2054	LEVEL	25	LIMIT_NONE	0	APPLY_ATT_SPEED	29	APPLY_NONE	0	APPLY_NONE	0	0	0	0	50	118	21	0	2	0
2054	±â¸¶Àü±Ã+4	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	5000	8500	0	0	2055	LEVEL	25	LIMIT_NONE	0	APPLY_ATT_SPEED	29	APPLY_NONE	0	APPLY_NONE	0	0	0	0	50	118	28	30	2	0
2055	±â¸¶Àü±Ã+5	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	5000	10500	0	0	2056	LEVEL	25	LIMIT_NONE	0	APPLY_ATT_SPEED	29	APPLY_NONE	0	APPLY_NONE	0	0	0	0	50	118	37	40	2	0
2056	±â¸¶Àü±Ã+6	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	5000	13500	0	0	2057	LEVEL	25	LIMIT_NONE	0	APPLY_ATT_SPEED	29	APPLY_NONE	0	APPLY_NONE	0	0	0	0	50	118	47	50	2	0
2057	±â¸¶Àü±Ã+7	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	5000	18500	0	0	2058	LEVEL	25	LIMIT_NONE	0	APPLY_ATT_SPEED	29	APPLY_NONE	0	APPLY_NONE	0	0	0	0	50	118	58	65	2	0
2058	±â¸¶Àü±Ã+8	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	5000	25500	0	0	2059	LEVEL	25	LIMIT_NONE	0	APPLY_ATT_SPEED	29	APPLY_NONE	0	APPLY_NONE	0	0	0	0	50	118	70	80	2	0
